Label,IPLength,IPHeaderLength,TTL,           Protocol,SourcePort,DestPort,SequenceNumber,AckNumber           ,WindowSize,TCPHeaderLength,TCPLength,TCPStream     ,TCPUrgentPointer,IPFlags,IPID,IPchecksum,TCPflags,TCPChecksum
D-LinkSwitch,52,20,64,6,36830,80,307,494,3456,32,0,197,0,0x00004000,0x000005b4,0x0000c5a0,0x00000010,0x00000e91
D-LinkSwitch,52,20,64,6,36830,80,307,494,3456,32,0,197,0,0x00004000,0x000005b5,0x0000c59f,0x00000011,0x00000e90
D-LinkSwitch,52,20,64,6,36830,80,308,495,3456,32,0,197,0,0x00004000,0x000005b6,0x0000c59e,0x00000010,0x00000e8d
D-LinkSwitch,60,20,64,6,55508,80,0,0,5840,40,0,198,0,0x00004000,0x000058b6,0x0000dd94,0x00000002,0x000067b0
D-LinkSwitch,40,20,64,6,55508,80,1,1,2920,20,0,198,0,0x00004000,0x000058b7,0x0000dda7,0x00000010,0x0000701f
D-LinkSwitch,244,20,64,6,55508,80,1,1,2920,20,204,198,0,0x00004000,0x000058b8,0x0000dcda,0x00000018,0x000044fa
D-LinkSwitch,40,20,64,6,55508,80,205,370,2920,20,0,198,0,0x00004000,0x000058b9,0x0000dda5,0x00000010,0x00006de2
D-LinkSwitch,40,20,64,6,55508,80,205,1750,4300,20,0,198,0,0x00004000,0x000058ba,0x0000dda4,0x00000010,0x0000631a
D-LinkSwitch,40,20,64,6,55508,80,205,3130,5680,20,0,198,0,0x00004000,0x000058bb,0x0000dda3,0x00000010,0x00005852
D-LinkSwitch,40,20,64,6,55508,80,205,4510,7060,20,0,198,0,0x00004000,0x000058bc,0x0000dda2,0x00000010,0x00004d8a
D-LinkSwitch,40,20,64,6,55508,80,205,5890,8440,20,0,198,0,0x00004000,0x000058bd,0x0000dda1,0x00000010,0x000042c2
D-LinkSwitch,40,20,64,6,55508,80,205,7270,8440,20,0,198,0,0x00004000,0x000058be,0x0000dda0,0x00000010,0x00003d5e
D-LinkSwitch,40,20,64,6,55508,80,205,8650,8440,20,0,198,0,0x00004000,0x000058bf,0x0000dd9f,0x00000010,0x000037fa
D-LinkSwitch,40,20,64,6,55508,80,205,10030,8440,20,0,198,0,0x00004000,0x000058c0,0x0000dd9e,0x00000010,0x00003296
D-LinkSwitch,40,20,64,6,55508,80,205,11410,8440,20,0,198,0,0x00004000,0x000058c1,0x0000dd9d,0x00000010,0x00002d32
D-LinkSwitch,40,20,64,6,55508,80,205,14170,8440,20,0,198,0,0x00004000,0x000058c2,0x0000dd9c,0x00000010,0x0000226a
D-LinkSwitch,40,20,64,6,55508,80,205,16930,8440,20,0,198,0,0x00004000,0x000058c3,0x0000dd9b,0x00000010,0x000017a2
D-LinkSwitch,40,20,64,6,55508,80,205,18310,8440,20,0,198,0,0x00004000,0x000058c4,0x0000dd9a,0x00000010,0x0000123e
D-LinkSwitch,40,20,64,6,55508,80,205,30730,2840,20,0,198,0,0x00004000,0x000058c5,0x0000dd99,0x00000010,0x0000f799
D-LinkSwitch,40,20,64,6,55508,80,205,32110,4220,20,0,198,0,0x00004000,0x000058c6,0x0000dd98,0x00000010,0x0000ecd1
D-LinkSwitch,40,20,64,6,55508,80,205,33490,5600,20,0,198,0,0x00004000,0x000058c7,0x0000dd97,0x00000010,0x0000e209
D-LinkSwitch,40,20,64,6,55508,80,205,34870,6980,20,0,198,0,0x00004000,0x000058c8,0x0000dd96,0x00000010,0x0000d741
D-LinkSwitch,40,20,64,6,55508,80,205,36250,8360,20,0,198,0,0x00004000,0x000058c9,0x0000dd95,0x00000010,0x0000cc79
D-LinkSwitch,40,20,64,6,55508,80,205,39010,8360,20,0,198,0,0x00004000,0x000058ca,0x0000dd94,0x00000010,0x0000c1b1
D-LinkSwitch,40,20,64,6,55508,80,205,41770,8360,20,0,198,0,0x00004000,0x000058cb,0x0000dd93,0x00000010,0x0000b6e9
D-LinkSwitch,40,20,64,6,55508,80,205,44530,8360,20,0,198,0,0x00004000,0x000058cc,0x0000dd92,0x00000010,0x0000ac21
D-LinkSwitch,40,20,64,6,55508,80,205,47290,8360,20,0,198,0,0x00004000,0x000058cd,0x0000dd91,0x00000010,0x0000a159
D-LinkSwitch,40,20,64,6,55508,80,205,48670,8360,20,0,198,0,0x00004000,0x000058ce,0x0000dd90,0x00000010,0x00009bf5
D-LinkSwitch,40,20,64,6,55508,80,205,51430,8360,20,0,198,0,0x00004000,0x000058cf,0x0000dd8f,0x00000010,0x0000912d
D-LinkSwitch,40,20,64,6,55508,80,205,54190,8360,20,0,198,0,0x00004000,0x000058d0,0x0000dd8e,0x00000010,0x00008665
D-LinkSwitch,40,20,64,6,55508,80,205,56950,8360,20,0,198,0,0x00004000,0x000058d1,0x0000dd8d,0x00000010,0x00007b9d
D-LinkSwitch,40,20,64,6,55508,80,205,59710,8360,20,0,198,0,0x00004000,0x000058d2,0x0000dd8c,0x00000010,0x000070d5
D-LinkSwitch,40,20,64,6,55508,80,205,62470,8360,20,0,198,0,0x00004000,0x000058d3,0x0000dd8b,0x00000010,0x0000660d
D-LinkSwitch,40,20,64,6,55508,80,205,65230,8360,20,0,198,0,0x00004000,0x000058d4,0x0000dd8a,0x00000010,0x00005b45
D-LinkSwitch,40,20,64,6,55508,80,205,67990,8360,20,0,198,0,0x00004000,0x000058d5,0x0000dd89,0x00000010,0x0000507d
D-LinkSwitch,40,20,64,6,55508,80,205,70750,8360,20,0,198,0,0x00004000,0x000058d6,0x0000dd88,0x00000010,0x000045b5
D-LinkSwitch,40,20,64,6,55508,80,205,73510,8360,20,0,198,0,0x00004000,0x000058d7,0x0000dd87,0x00000010,0x00003aed
D-LinkSwitch,40,20,64,6,55508,80,205,76270,8360,20,0,198,0,0x00004000,0x000058d8,0x0000dd86,0x00000010,0x00003025
D-LinkSwitch,40,20,64,6,55508,80,205,79030,8360,20,0,198,0,0x00004000,0x000058d9,0x0000dd85,0x00000010,0x0000255d
D-LinkSwitch,40,20,64,6,55508,80,205,81790,8360,20,0,198,0,0x00004000,0x000058da,0x0000dd84,0x00000010,0x00001a95
D-LinkSwitch,40,20,64,6,55508,80,205,84550,8360,20,0,198,0,0x00004000,0x000058db,0x0000dd83,0x00000010,0x00000fcd
D-LinkSwitch,40,20,64,6,55508,80,205,87310,8360,20,0,198,0,0x00004000,0x000058dc,0x0000dd82,0x00000010,0x00000505
D-LinkSwitch,40,20,64,6,55508,80,205,90070,8360,20,0,198,0,0x00004000,0x000058dd,0x0000dd81,0x00000010,0x0000fa3c
D-LinkSwitch,40,20,64,6,55508,80,205,92830,8360,20,0,198,0,0x00004000,0x000058de,0x0000dd80,0x00000010,0x0000ef74
D-LinkSwitch,40,20,64,6,55508,80,205,95590,8360,20,0,198,0,0x00004000,0x000058df,0x0000dd7f,0x00000010,0x0000e4ac
D-LinkSwitch,40,20,64,6,55508,80,205,98350,8360,20,0,198,0,0x00004000,0x000058e0,0x0000dd7e,0x00000010,0x0000d9e4
D-LinkSwitch,40,20,64,6,55508,80,205,101110,8360,20,0,198,0,0x00004000,0x000058e1,0x0000dd7d,0x00000010,0x0000cf1c
D-LinkSwitch,40,20,64,6,55508,80,205,103870,8360,20,0,198,0,0x00004000,0x000058e2,0x0000dd7c,0x00000010,0x0000c454
D-LinkSwitch,40,20,64,6,55508,80,205,106630,8360,20,0,198,0,0x00004000,0x000058e3,0x0000dd7b,0x00000010,0x0000b98c
D-LinkSwitch,40,20,64,6,55508,80,205,109390,8360,20,0,198,0,0x00004000,0x000058e4,0x0000dd7a,0x00000010,0x0000aec4
D-LinkSwitch,40,20,64,6,55508,80,205,112150,8360,20,0,198,0,0x00004000,0x000058e5,0x0000dd79,0x00000010,0x0000a3fc
D-LinkSwitch,40,20,64,6,55508,80,205,114910,8360,20,0,198,0,0x00004000,0x000058e6,0x0000dd78,0x00000010,0x00009934
D-LinkSwitch,40,20,64,6,55508,80,205,117670,8360,20,0,198,0,0x00004000,0x000058e7,0x0000dd77,0x00000010,0x00008e6c
D-LinkSwitch,40,20,64,6,55508,80,205,120430,8360,20,0,198,0,0x00004000,0x000058e8,0x0000dd76,0x00000010,0x000083a4
D-LinkSwitch,40,20,64,6,55508,80,205,123190,8360,20,0,198,0,0x00004000,0x000058e9,0x0000dd75,0x00000010,0x000078dc
D-LinkSwitch,40,20,64,6,55508,80,205,125950,8360,20,0,198,0,0x00004000,0x000058ea,0x0000dd74,0x00000010,0x00006e14
D-LinkSwitch,40,20,64,6,55508,80,205,128710,8360,20,0,198,0,0x00004000,0x000058eb,0x0000dd73,0x00000010,0x0000634c
D-LinkSwitch,40,20,64,6,55508,80,205,131470,8360,20,0,198,0,0x00004000,0x000058ec,0x0000dd72,0x00000010,0x00005884
D-LinkSwitch,40,20,64,6,55508,80,205,134230,8360,20,0,198,0,0x00004000,0x000058ed,0x0000dd71,0x00000010,0x00004dbc
D-LinkSwitch,40,20,64,6,55508,80,205,136990,8360,20,0,198,0,0x00004000,0x000058ee,0x0000dd70,0x00000010,0x000042f4
D-LinkSwitch,40,20,64,6,55508,80,205,139750,8360,20,0,198,0,0x00004000,0x000058ef,0x0000dd6f,0x00000010,0x0000382c
D-LinkSwitch,40,20,64,6,55508,80,205,142510,8360,20,0,198,0,0x00004000,0x000058f0,0x0000dd6e,0x00000010,0x00002d64
D-LinkSwitch,40,20,64,6,55508,80,205,145270,8360,20,0,198,0,0x00004000,0x000058f1,0x0000dd6d,0x00000010,0x0000229c
D-LinkSwitch,40,20,64,6,55508,80,205,148030,8360,20,0,198,0,0x00004000,0x000058f2,0x0000dd6c,0x00000010,0x000017d4
D-LinkSwitch,40,20,64,6,55508,80,205,150790,8360,20,0,198,0,0x00004000,0x000058f3,0x0000dd6b,0x00000010,0x00000d0c
D-LinkSwitch,40,20,64,6,55508,80,205,153550,8360,20,0,198,0,0x00004000,0x000058f4,0x0000dd6a,0x00000010,0x00000244
D-LinkSwitch,40,20,64,6,55508,80,205,156310,8360,20,0,198,0,0x00004000,0x000058f5,0x0000dd69,0x00000010,0x0000f77b
D-LinkSwitch,40,20,64,6,55508,80,205,159070,8360,20,0,198,0,0x00004000,0x000058f6,0x0000dd68,0x00000010,0x0000ecb3
D-LinkSwitch,40,20,64,6,55508,80,205,161830,8360,20,0,198,0,0x00004000,0x000058f7,0x0000dd67,0x00000010,0x0000e1eb
D-LinkSwitch,40,20,64,6,55508,80,205,164590,8360,20,0,198,0,0x00004000,0x000058f8,0x0000dd66,0x00000010,0x0000d723
D-LinkSwitch,40,20,64,6,55508,80,205,167350,8360,20,0,198,0,0x00004000,0x000058f9,0x0000dd65,0x00000010,0x0000cc5b
D-LinkSwitch,40,20,64,6,55508,80,205,170110,8360,20,0,198,0,0x00004000,0x000058fa,0x0000dd64,0x00000010,0x0000c193
D-LinkSwitch,40,20,64,6,55508,80,205,172870,8360,20,0,198,0,0x00004000,0x000058fb,0x0000dd63,0x00000010,0x0000b6cb
D-LinkSwitch,40,20,64,6,55508,80,205,175630,8360,20,0,198,0,0x00004000,0x000058fc,0x0000dd62,0x00000010,0x0000ac03
D-LinkSwitch,40,20,64,6,55508,80,205,178390,8360,20,0,198,0,0x00004000,0x000058fd,0x0000dd61,0x00000010,0x0000a13b
D-LinkSwitch,40,20,64,6,55508,80,205,181150,8360,20,0,198,0,0x00004000,0x000058fe,0x0000dd60,0x00000010,0x00009673
D-LinkSwitch,40,20,64,6,55508,80,205,183910,8360,20,0,198,0,0x00004000,0x000058ff,0x0000dd5f,0x00000010,0x00008bab
D-LinkSwitch,40,20,64,6,55508,80,205,186670,8360,20,0,198,0,0x00004000,0x00005900,0x0000dd5e,0x00000010,0x000080e3
D-LinkSwitch,40,20,64,6,55508,80,205,189430,8360,20,0,198,0,0x00004000,0x00005901,0x0000dd5d,0x00000010,0x0000761b
D-LinkSwitch,40,20,64,6,55508,80,205,192190,8360,20,0,198,0,0x00004000,0x00005902,0x0000dd5c,0x00000010,0x00006b53
D-LinkSwitch,40,20,64,6,55508,80,205,194950,8360,20,0,198,0,0x00004000,0x00005903,0x0000dd5b,0x00000010,0x0000608b
D-LinkSwitch,40,20,64,6,55508,80,205,196430,8360,20,0,198,0,0x00004000,0x00005904,0x0000dd5a,0x00000010,0x00005ac3
D-LinkSwitch,40,20,64,6,55508,80,205,196430,8360,20,0,198,0,0x00004000,0x00005905,0x0000dd59,0x00000011,0x00005ac2
D-LinkSwitch,40,20,64,6,55508,80,206,196431,8360,20,0,198,0,0x00004000,0x00005906,0x0000dd58,0x00000010,0x00005ac1
D-LinkSwitch,40,20,64,6,44661,443,544,3988,5680,20,0,196,0,0x00004000,0x00009d47,0x0000b32c,0x00000011,0x00000f85
D-LinkSwitch,40,20,64,6,44659,443,4030,7186,8440,20,0,194,0,0x00004000,0x0000da51,0x00007622,0x00000011,0x0000b81d
D-LinkSwitch,40,20,64,6,44661,443,545,0,0,20,0,196,0,0x00004000,0x00000000,0x00005074,0x00000004,0x0000c423
D-LinkSwitch,40,20,64,6,44659,443,4031,0,0,20,0,194,0,0x00004000,0x00000000,0x00005074,0x00000004,0x0000f991
D-LinkSwitch,40,20,64,6,44661,443,545,0,0,20,0,196,0,0x00004000,0x00000000,0x00005074,0x00000004,0x0000c423
D-LinkSwitch,40,20,64,6,44659,443,4031,0,0,20,0,194,0,0x00004000,0x00000000,0x00005074,0x00000004,0x0000f991
D-LinkSwitch,60,20,64,6,51392,443,0,0,5840,40,0,199,0,0x00004000,0x0000e001,0x0000cd21,0x00000002,0x0000365d
D-LinkSwitch,52,20,64,6,51392,443,1,1,2920,32,0,199,0,0x00004000,0x0000e002,0x0000cd28,0x00000010,0x00001b7e
D-LinkSwitch,351,20,64,6,51392,443,1,1,2920,32,299,199,0,0x00004000,0x0000e003,0x0000cbfc,0x00000018,0x00002594
D-LinkSwitch,52,20,64,6,51392,443,300,1369,4288,32,0,199,0,0x00004000,0x0000e004,0x0000cd26,0x00000010,0x00000eb9
D-LinkSwitch,52,20,64,6,51392,443,300,2737,5656,32,0,199,0,0x00004000,0x0000e005,0x0000cd25,0x00000010,0x00000409
D-LinkSwitch,52,20,64,6,51392,443,300,3820,7024,32,0,199,0,0x00004000,0x0000e006,0x0000cd24,0x00000010,0x0000fa75
D-LinkSwitch,178,20,64,6,51392,443,300,3820,7024,32,126,199,0,0x00004000,0x0000e007,0x0000cca5,0x00000018,0x00004177
D-LinkSwitch,52,20,64,6,51392,443,426,4046,7024,32,0,199,0,0x00004000,0x0000e008,0x0000cd22,0x00000010,0x0000f8f5
D-LinkSwitch,510,20,64,6,51392,443,426,4046,7024,32,458,199,0,0x00004000,0x0000e009,0x0000cb57,0x00000018,0x00002e47
D-LinkSwitch,52,20,64,6,51392,443,884,4346,7024,32,0,199,0,0x00004000,0x0000e00a,0x0000cd20,0x00000014,0x0000f5a3
D-LinkSwitch,60,20,64,6,51393,443,0,0,5840,40,0,200,0,0x00004000,0x0000e6c5,0x0000c65d,0x00000002,0x00003574
D-LinkSwitch,52,20,64,6,51393,443,1,1,2920,32,0,200,0,0x00004000,0x0000e6c6,0x0000c664,0x00000010,0x00009761
D-LinkSwitch,543,20,64,6,51393,443,1,1,2920,32,491,200,0,0x00004000,0x0000e6c7,0x0000c478,0x00000018,0x00005109
D-LinkSwitch,52,20,64,6,51393,443,492,138,2920,32,0,200,0,0x00004000,0x0000e6c8,0x0000c662,0x00000010,0x000094eb
D-LinkSwitch,103,20,64,6,51393,443,492,138,2920,32,51,200,0,0x00004000,0x0000e6c9,0x0000c62e,0x00000018,0x0000dc20
D-LinkSwitch,408,20,64,6,51393,443,543,138,2920,32,356,200,0,0x00004000,0x0000e6ca,0x0000c4fc,0x00000018,0x0000cce5
D-LinkSwitch,60,20,64,6,57081,443,0,0,5840,40,0,201,0,0x00004000,0x0000eb55,0x0000832a,0x00000002,0x0000e20f
D-LinkSwitch,52,20,64,6,51393,443,899,565,3456,32,0,200,0,0x00004000,0x0000e6cb,0x0000c65f,0x00000014,0x00008de6
D-LinkSwitch,40,20,64,6,57081,443,1,1,2920,20,0,201,0,0x00004000,0x0000eb56,0x0000833d,0x00000010,0x0000a026
D-LinkSwitch,339,20,64,6,57081,443,1,1,2920,20,299,201,0,0x00004000,0x0000eb57,0x00008211,0x00000018,0x0000bc13
D-LinkSwitch,40,20,64,6,57081,443,300,59,2920,20,0,201,0,0x00004000,0x0000eb58,0x0000833b,0x00000010,0x00009ec1
D-LinkSwitch,40,20,64,6,57081,443,300,1439,4300,20,0,201,0,0x00004000,0x0000eb59,0x0000833a,0x00000010,0x000093f9
D-LinkSwitch,40,20,64,6,57081,443,300,2819,5680,20,0,201,0,0x00004000,0x0000eb5a,0x00008339,0x00000010,0x00008931
D-LinkSwitch,40,20,64,6,57081,443,300,3465,5680,20,0,201,0,0x00004000,0x0000eb5b,0x00008338,0x00000010,0x000086ab
D-LinkSwitch,40,20,64,6,57081,443,300,3803,5680,20,0,201,0,0x00004000,0x0000eb5c,0x00008337,0x00000010,0x00008559
D-LinkSwitch,40,20,64,6,57081,443,300,3812,5680,20,0,201,0,0x00004000,0x0000eb5d,0x00008336,0x00000010,0x00008550
D-LinkSwitch,166,20,64,6,57081,443,300,3812,5680,20,126,201,0,0x00004000,0x0000eb5e,0x000082b7,0x00000018,0x0000e5e3
D-LinkSwitch,40,20,64,6,57081,443,426,3982,5680,20,0,201,0,0x00004000,0x0000eb5f,0x00008334,0x00000010,0x00008428
D-LinkSwitch,202,20,64,6,57081,443,426,3982,5680,20,162,201,0,0x00004000,0x0000eb60,0x00008291,0x00000018,0x000052fa
D-LinkSwitch,60,20,64,6,57082,443,0,0,5840,40,0,202,0,0x00004000,0x00008c8d,0x0000e1f2,0x00000002,0x0000c417
D-LinkSwitch,40,20,64,6,57082,443,1,1,2920,20,0,202,0,0x00004000,0x00008c8e,0x0000e205,0x00000010,0x0000bfa5
D-LinkSwitch,475,20,64,6,57082,443,1,1,2920,20,435,202,0,0x00004000,0x00008c8f,0x0000e051,0x00000018,0x0000a649
D-LinkSwitch,40,20,64,6,57082,443,436,87,2920,20,0,202,0,0x00004000,0x00008c90,0x0000e203,0x00000010,0x0000bd9c
D-LinkSwitch,40,20,64,6,57082,443,436,93,2920,20,0,202,0,0x00004000,0x00008c91,0x0000e202,0x00000010,0x0000bd96
D-LinkSwitch,40,20,64,6,57082,443,436,138,2920,20,0,202,0,0x00004000,0x00008c92,0x0000e201,0x00000010,0x0000bd69
D-LinkSwitch,91,20,64,6,57082,443,436,138,2920,20,51,202,0,0x00004000,0x00008c93,0x0000e1cd,0x00000018,0x0000c0b4
D-LinkSwitch,40,20,64,6,57081,443,588,4998,7060,20,0,201,0,0x00004000,0x0000eb61,0x00008332,0x00000010,0x00007a2a
D-LinkSwitch,839,20,64,6,57081,443,588,4998,7060,20,799,201,0,0x00004000,0x0000eb62,0x00008012,0x00000018,0x00001aa1
D-LinkSwitch,202,20,64,6,57082,443,487,138,2920,20,162,202,0,0x00004000,0x00008c94,0x0000e15d,0x00000018,0x00005e71
D-LinkSwitch,40,20,64,6,57082,443,649,138,2920,20,0,202,0,0x00004000,0x00008c95,0x0000e1fe,0x00000010,0x0000bc94
D-LinkSwitch,40,20,64,6,57081,443,1387,4998,7060,20,0,201,0,0x00004000,0x0000eb63,0x00008330,0x00000010,0x0000770b
D-LinkSwitch,40,20,64,6,57082,443,649,138,2920,20,0,202,0,0x00004000,0x00008c96,0x0000e1fd,0x00000010,0x0000bc94
D-LinkSwitch,40,20,64,6,57081,443,1387,4998,7060,20,0,201,0,0x00004000,0x0000eb64,0x0000832f,0x00000010,0x0000770b
D-LinkSwitch,40,20,64,6,57082,443,649,138,2920,20,0,202,0,0x00004000,0x00008c97,0x0000e1fc,0x00000010,0x0000bc94
D-LinkSwitch,40,20,64,6,57081,443,1387,4998,7060,20,0,201,0,0x00004000,0x0000eb65,0x0000832e,0x00000010,0x0000770b
D-LinkSwitch,40,20,64,6,57082,443,649,138,2920,20,0,202,0,0x00004000,0x00008c98,0x0000e1fb,0x00000010,0x0000bc94
D-LinkSwitch,40,20,64,6,57081,443,1387,4998,7060,20,0,201,0,0x00004000,0x0000eb66,0x0000832d,0x00000010,0x0000770b
D-LinkSwitch,60,20,64,6,44792,80,0,0,5840,40,0,203,0,0x00004000,0x00007c88,0x0000f9ef,0x00000002,0x0000f7ef
D-LinkSwitch,52,20,64,6,44792,80,1,1,2920,32,0,203,0,0x00004000,0x00007c89,0x0000f9f6,0x00000010,0x000079c0
D-LinkSwitch,189,20,64,6,44792,80,1,1,2920,32,137,203,0,0x00004000,0x00007c8a,0x0000f96c,0x00000018,0x0000ecec
D-LinkSwitch,52,20,64,6,44792,80,138,661,3580,32,0,203,0,0x00004000,0x00007c8b,0x0000f9f4,0x00000010,0x000073b9
D-LinkSwitch,52,20,64,6,44792,80,138,661,3580,32,0,203,0,0x00004000,0x00007c8c,0x0000f9f3,0x00000011,0x000072e8
D-LinkSwitch,52,20,64,6,44792,80,139,662,3580,32,0,203,0,0x00004000,0x00007c8d,0x0000f9f2,0x00000010,0x000071c4
D-LinkSwitch,60,20,64,6,43724,443,0,0,5840,40,0,204,0,0x00004000,0x0000e9bc,0x0000c366,0x00000002,0x0000bdab
D-LinkSwitch,52,20,64,6,43724,443,1,1,2920,32,0,204,0,0x00004000,0x0000e9bd,0x0000c36d,0x00000010,0x0000a214
D-LinkSwitch,259,20,64,6,43724,443,1,1,2920,32,207,204,0,0x00004000,0x0000e9be,0x0000c29d,0x00000018,0x0000061d
D-LinkSwitch,52,20,64,6,43724,443,208,1369,4288,32,0,204,0,0x00004000,0x0000e9bf,0x0000c36b,0x00000010,0x00009678
D-LinkSwitch,52,20,64,6,43724,443,208,2737,5656,32,0,204,0,0x00004000,0x0000e9c0,0x0000c36a,0x00000010,0x00008bc6
D-LinkSwitch,52,20,64,6,43724,443,208,3818,7024,32,0,204,0,0x00004000,0x0000e9c1,0x0000c369,0x00000010,0x00008234
D-LinkSwitch,186,20,64,6,43724,443,208,3818,7024,32,134,204,0,0x00004000,0x0000e9c2,0x0000c2e2,0x00000018,0x000088b2
D-LinkSwitch,52,20,64,6,43724,443,342,4052,7024,32,0,204,0,0x00004000,0x0000e9c3,0x0000c367,0x00000010,0x0000807e
D-LinkSwitch,558,20,64,6,43724,443,342,4052,7024,32,506,204,0,0x00004000,0x0000e9c4,0x0000c16c,0x00000018,0x000018cd
D-LinkSwitch,52,20,64,6,43724,443,848,4601,7024,32,0,204,0,0x00004000,0x0000e9c5,0x0000c365,0x00000010,0x00007b2b
D-LinkSwitch,52,20,64,6,43724,443,848,4638,7024,32,0,204,0,0x00004000,0x0000e9c6,0x0000c364,0x00000010,0x00007b06
D-LinkSwitch,52,20,64,6,43724,443,848,4638,7024,32,0,204,0,0x00004000,0x0000e9c7,0x0000c363,0x00000014,0x00007afe
D-LinkSwitch,60,20,64,6,43725,443,0,0,5840,40,0,205,0,0x00004000,0x00009886,0x0000149d,0x00000002,0x000048c6
D-LinkSwitch,52,20,64,6,43725,443,1,1,2920,32,0,205,0,0x00004000,0x00009887,0x000014a4,0x00000010,0x00008fc6
D-LinkSwitch,259,20,64,6,43725,443,1,1,2920,32,207,205,0,0x00004000,0x00009888,0x000013d4,0x00000018,0x00001d51
D-LinkSwitch,52,20,64,6,43725,443,208,1369,4288,32,0,205,0,0x00004000,0x00009889,0x000014a2,0x00000010,0x0000842c
D-LinkSwitch,52,20,64,6,43725,443,208,2737,5656,32,0,205,0,0x00004000,0x0000988a,0x000014a1,0x00000010,0x0000797b
D-LinkSwitch,52,20,64,6,43725,443,208,3818,7024,32,0,205,0,0x00004000,0x0000988b,0x000014a0,0x00000010,0x00006fea
D-LinkSwitch,186,20,64,6,43725,443,208,3818,7024,32,134,205,0,0x00004000,0x0000988c,0x00001419,0x00000018,0x00000d0c
D-LinkSwitch,52,20,64,6,43725,443,342,4052,7024,32,0,205,0,0x00004000,0x0000988d,0x0000149e,0x00000010,0x00006e1d
D-LinkSwitch,446,20,64,6,43725,443,342,4052,7024,32,394,205,0,0x00004000,0x0000988e,0x00001313,0x00000018,0x00008fb7
D-LinkSwitch,60,20,64,6,43727,443,0,0,5840,40,0,206,0,0x00004000,0x00004786,0x0000659d,0x00000002,0x0000220e
D-LinkSwitch,52,20,64,6,43727,443,1,1,2920,32,0,206,0,0x00004000,0x00004787,0x000065a4,0x00000010,0x00008f3f
D-LinkSwitch,259,20,64,6,43727,443,1,1,2920,32,207,206,0,0x00004000,0x00004788,0x000064d4,0x00000018,0x0000b200
D-LinkSwitch,52,20,64,6,43727,443,208,1369,4288,32,0,206,0,0x00004000,0x00004789,0x000065a2,0x00000010,0x000083a3
D-LinkSwitch,52,20,64,6,43727,443,208,2737,5656,32,0,206,0,0x00004000,0x0000478a,0x000065a1,0x00000010,0x000078f3
D-LinkSwitch,52,20,64,6,43727,443,208,3818,7024,32,0,206,0,0x00004000,0x0000478b,0x000065a0,0x00000010,0x00006f62
D-LinkSwitch,186,20,64,6,43727,443,208,3818,7024,32,134,206,0,0x00004000,0x0000478c,0x00006519,0x00000018,0x0000d72f
D-LinkSwitch,52,20,64,6,43727,443,342,4052,7024,32,0,206,0,0x00004000,0x0000478d,0x0000659e,0x00000010,0x00006d8d
D-LinkSwitch,1420,20,64,6,43727,443,342,4052,7024,32,1368,206,0,0x00004000,0x0000478e,0x00006045,0x00000010,0x00007d08
D-LinkSwitch,294,20,64,6,43727,443,1710,4052,7024,32,242,206,0,0x00004000,0x0000478f,0x000064aa,0x00000018,0x0000e8db
D-LinkSwitch,60,20,64,6,38538,80,0,0,5840,40,0,207,0,0x00004000,0x000021ad,0x00006d53,0x00000002,0x0000f654
D-LinkSwitch,52,20,64,6,43725,443,736,4457,7024,32,0,205,0,0x00004000,0x0000988f,0x0000149c,0x00000010,0x000068cd
D-LinkSwitch,52,20,64,6,43725,443,736,4494,7024,32,0,205,0,0x00004000,0x00009890,0x0000149b,0x00000010,0x000068a8
D-LinkSwitch,60,20,64,6,43373,443,0,0,5840,40,0,208,0,0x00004000,0x000091c2,0x0000dcbd,0x00000002,0x000011a0
D-LinkSwitch,40,20,64,6,43373,443,1,1,2920,20,0,208,0,0x00004000,0x000091c3,0x0000dcd0,0x00000010,0x000017ab
D-LinkSwitch,52,20,64,6,38538,80,1,1,2920,32,0,207,0,0x00004000,0x000021ae,0x00006d5a,0x00000010,0x0000735a
D-LinkSwitch,251,20,64,6,38538,80,1,1,2920,32,199,207,0,0x00004000,0x000021af,0x00006c92,0x00000018,0x00009c63
D-LinkSwitch,247,20,64,6,43373,443,1,1,2920,20,207,208,0,0x00004000,0x000091c4,0x0000dc00,0x00000018,0x00008eae
D-LinkSwitch,40,20,64,6,43373,443,208,59,2920,20,0,208,0,0x00004000,0x000091c5,0x0000dcce,0x00000010,0x000016a2
D-LinkSwitch,40,20,64,6,43373,443,208,1439,4300,20,0,208,0,0x00004000,0x000091c6,0x0000dccd,0x00000010,0x00000bda
D-LinkSwitch,40,20,64,6,43373,443,208,2819,5680,20,0,208,0,0x00004000,0x000091c7,0x0000dccc,0x00000010,0x00000112
D-LinkSwitch,40,20,64,6,43373,443,208,3465,5680,20,0,208,0,0x00004000,0x000091c8,0x0000dccb,0x00000010,0x0000fe8b
D-LinkSwitch,40,20,64,6,43373,443,208,3801,5680,20,0,208,0,0x00004000,0x000091c9,0x0000dcca,0x00000010,0x0000fd3b
D-LinkSwitch,40,20,64,6,43373,443,208,3810,5680,20,0,208,0,0x00004000,0x000091ca,0x0000dcc9,0x00000010,0x0000fd32
D-LinkSwitch,52,20,64,6,43727,443,1952,4649,7024,32,0,206,0,0x00004000,0x00004790,0x0000659b,0x00000010,0x0000631d
